date,text
2025-12-15T01:50:00.000000,KLAL 150150Z 32005KT 10SM SKC 17/16 A3013
2025-12-15T01:48:00.000000,KCWF 150148Z 03011G16KT 10SM CLR 04/M08 A3049
2025-12-15T01:50:00.000000,KLAL 150150Z 32005KT 10SM SKC 17/16 A3013
2025-12-15T01:45:00.000000,KESN 150145Z 30018KT 10SM SCT055 M07/M15 A3029
2025-12-15T01:55:00.000000,KW31 150155Z AUTO 33010G20KT 10SM CLR M07/M20 A3041 RMK AO1 T10681205
2025-12-15T01:55:00.000000,KW75 150155Z AUTO 33018G31KT 10SM CLR M06/M16 A3035 RMK AO1 T10581161
2025-12-15T01:55:00.000000,KW96 150155Z AUTO 31008G15KT 280V350 10SM CLR M07/M18 A3038 RMK AO1 T10661183
2025-12-15T02:00:00.000000,KIKT 150200Z AUTO 02024G34KT 10SM BKN023 OVC029 15/08 A3027 RMK A01
2025-12-15T01:45:00.000000,KISO 150145Z 34022G30KT 10SM CLR M02/M16 A3035
2025-12-15T01:55:00.000000,KAID 150155Z AUTO 28004KT 10SM CLR M17/M22 A3062 RMK AO2 T11751221
2025-12-15T02:00:00.000000,KIKT 150200Z AUTO 02024G34KT 10SM BKN023 OVC029 15/08 A3027 RMK A01
2025-12-15T01:45:00.000000,KSWF 150145Z 32010G19KT 10SM FEW050 M08/M15 A3006
2025-12-15T01:47:00.000000,KADS 150147Z 02007KT 10SM SKC 02/M09 A3057
2025-12-15T01:47:00.000000,KCFO 150147Z 19007KT 10SM CLR 06/M08 A3020
2025-12-15T02:00:00.000000,KIKT 150200Z AUTO 02024G34KT 10SM BKN023 OVC029 15/08 A3027 RMK A01
2025-12-15T01:45:00.000000,LMML 150145Z 10003KT 9999 FEW025 12/10 Q1026 NOSIG
2025-12-15T01:50:00.000000,LWSK 150150Z VRB02KT 3000 BR NSC M05/M06 Q1029 NOSIG
2025-12-15T01:45:00.000000,CYBU 150145Z AUTO 01006KT 5SM -SN FEW029 BKN046 OVC055 M10/M12 A2984 RMK SLP137
2025-12-15T01:45:00.000000,KBBG 150145Z 00000KT 10SM CLR M08/M17 A3057
2025-12-15T01:45:00.000000,PAKU 150145Z 26008KT 10SM R24/P6000FT BKN015 M19/M21 A3029
2025-12-15T01:45:00.000000,PAKU 150145Z 26008KT 10SM R24/P6000FT BKN015 M19/M21 A3029
2025-12-15T01:45:00.000000,UHMA 150145Z 03003MPS 2200 BR OVC002 M14/M15 Q1024 R02/390136 NOSIG RMK MID 04003MPS END R02/03002MPS QFE764/1019
2025-12-15T01:50:00.000000,LATI 150150Z VRB02KT CAVOK 01/M01 Q1027 NOSIG
2025-12-15T01:45:00.000000,CYPY 150145Z AUTO 00000KT 2 1/2SM -SN OVC038 M25/M28 A3003 RMK VIS VRB 1 3/4-3 SLP203
2025-12-15T01:45:00.000000,CYZP 150145Z AUTO 14012G18KT 3SM -RA BR BKN011 OVC050 09/08 A2902 RMK PRESFR PCPN 1.5MM PAST HR SLP831 DENSITY ALT 300FT
2025-12-15T01:45:00.000000,CYPX 150145Z AUTO 17011G16KT 1SM -SN FEW013 BKN024 BKN066 OVC077 M10/M11 A2980 RMK SLP097
2025-12-15T02:00:00.000000,ORMM 150200Z 25002KT 2000 BR NSC 05/04 Q1018
2025-12-15T01:45:00.000000,KESN 150145Z 30018KT 10SM SCT055 M07/M15 A3029
2025-12-15T01:55:00.000000,KW31 150155Z AUTO 33010G20KT 10SM CLR M07/M20 A3041 RMK AO1 T10681205
2025-12-15T01:55:00.000000,KW75 150155Z AUTO 33018G31KT 10SM CLR M06/M16 A3035 RMK AO1 T10581161
2025-12-15T01:55:00.000000,KW96 150155Z AUTO 31008G15KT 280V350 10SM CLR M07/M18 A3038 RMK AO1 T10661183
2025-12-15T01:45:00.000000,KBBG 150145Z 00000KT 10SM CLR M08/M17 A3057
2025-12-15T01:45:00.000000,PAKU 150145Z 26008KT 10SM R24/P6000FT BKN015 M19/M21 A3029
2025-12-15T01:45:00.000000,PAKU 150145Z 26008KT 10SM R24/P6000FT BKN015 M19/M21 A3029
2025-12-15T01:45:00.000000,KBBG 150145Z 00000KT 10SM CLR M08/M17 A3057
2025-12-15T01:50:00.000000,KLAL 150150Z 32005KT 10SM SKC 17/16 A3013
2025-12-15T01:48:00.000000,KCWF 150148Z 03011G16KT 10SM CLR 04/M08 A3049
2025-12-15T01:50:00.000000,KLAL 150150Z 32005KT 10SM SKC 17/16 A3013
2025-12-15T01:55:00.000000,KW31 150155Z AUTO 33010G20KT 10SM CLR M07/M20 A3041 RMK AO1 T10681205
2025-12-15T01:55:00.000000,KW75 150155Z AUTO 33018G31KT 10SM CLR M06/M16 A3035 RMK AO1 T10581161
2025-12-15T01:55:00.000000,KW96 150155Z AUTO 31008G15KT 280V350 10SM CLR M07/M18 A3038 RMK AO1 T10661183
2025-12-15T01:47:00.000000,KADS 150147Z 02007KT 10SM SKC 02/M09 A3057
2025-12-15T02:00:00.000000,KIKT 150200Z AUTO 02024G34KT 10SM BKN023 OVC029 15/08 A3027 RMK A01
2025-12-15T02:00:00.000000,KIKT 150200Z AUTO 02024G34KT 10SM BKN023 OVC029 15/08 A3027 RMK A01
2025-12-15T01:45:00.000000,KSWF 150145Z 32010G19KT 10SM FEW050 M08/M15 A3006
2025-12-15T01:45:00.000000,KBBG 150145Z 00000KT 10SM CLR M08/M17 A3057
2025-12-15T01:45:00.000000,PAKU 150145Z 26008KT 10SM R24/P6000FT BKN015 M19/M21 A3029
2025-12-15T01:45:00.000000,PAKU 150145Z 26008KT 10SM R24/P6000FT BKN015 M19/M21 A3029
2025-12-15T01:45:00.000000,KESN 150145Z 30018KT 10SM SCT055 M07/M15 A3029
2025-12-15T01:55:00.000000,KAID 150155Z AUTO 28004KT 10SM CLR M17/M22 A3062 RMK AO2 T11751221
2025-12-15T01:50:00.000000,LATI 150150Z VRB02KT CAVOK 01/M01 Q1027 NOSIG
2025-12-15T01:50:00.000000,LWSK 150150Z VRB02KT 3000 BR NSC M05/M06 Q1029 NOSIG
2025-12-15T01:45:00.000000,LMML 150145Z 10003KT 9999 FEW025 12/10 Q1026 NOSIG
2025-12-15T01:50:00.000000,PTRO 150150Z 06012G17KT 14SM BKN016 BKN130 BKN320 31/25 A2978
2025-12-15T01:45:00.000000,KOUN 150145Z 06003KT 10SM CLR M03/M12 A3052
2025-12-15T01:50:00.000000,KVQQ 150150Z 35010KT 10SM CLR 11/M03 A3023
2025-12-15T01:45:00.000000,KWDG 150145Z 16005KT 10SM CLR M06/M12 A3053
2025-12-15T01:45:00.000000,KSKF 150145Z AUTO 02008KT 10SM BKN048 OVC070 07/M01 A3047 RMK AO2 SLP319 $
2025-12-15T01:45:00.000000,KFKL 150145Z AUTO 2 1/2SM -SN BR BKN009 BKN018 OVC024 M11/M13 RMK AO2 CIG 006V013 P0000 FZRANO $
2025-12-15T01:45:00.000000,PAFS 150145Z AUTO 00000KT 1 3/4SM HZ CLR M34/M37 A3003 RMK AO2 VIS 3/4V5 FZRANO
2025-12-15T01:45:00.000000,PASD 150145Z 36020G35KT 10SM SCT025 SCT050 M02/M07 A2969 RMK AO2 $
2025-12-15T01:46:00.000000,CYZP 150146Z AUTO 14014G19KT 3SM -RA BR BKN009 09/08 A2902 RMK PRESFR PCPN 1.5MM PAST HR SLP831 DENSITY ALT 300FT
2025-12-15T01:46:00.000000,CYET 150146Z AUTO VRB02KT 9SM FEW060 BKN100 M07/M09 A2974 RMK SLP130
2025-12-15T01:45:00.000000,CYVO 150145Z 26003KT 230V290 8SM -SN OVC050 M15/M17 A3015 RMK SC8 SLP250
2025-12-15T01:46:00.000000,UHMM 150146Z 05001MPS 9999 2000W R10/2000D SHSN BKN004 BKN020CB M08/M10 Q1025 R10/89//30 NOSIG RMK MT OBSC QFE753 R28/12002MPS
2025-12-15T01:45:00.000000,KFHM 150145Z 31001KT 15/13
2025-12-15T01:55:00.000000,KC62 150155Z AUTO 27011KT 10SM -SN SCT014 OVC027 M12/M14 A3055 RMK AO2 T11211142
2025-12-15T01:47:00.000000,KCHD 150147Z 00000KT 10SM CLR 21/01 A3003
2025-12-15T01:55:00.000000,KDYA 150155Z AUTO 36007KT 7SM CLR 00/M11 A3051 RMK AO2 T00011112
2025-12-15T01:45:00.000000,KFDK 150145Z 31013G19KT 10SM CLR M08/M15 A3036
2025-12-15T01:55:00.000000,KGAF 150155Z AUTO 15013KT 10SM CLR M13/M16 A2990 RMK AO2 PWINO
2025-12-15T01:55:00.000000,KGPH 150155Z AUTO 00000KT 10SM CLR M06/M15 A3057 RMK AO2
2025-12-15T01:55:00.000000,KJXI 150155Z AUTO 05003KT 10SM CLR 01/M08 A3057 RMK AO2 T00131085
2025-12-15T01:45:00.000000,KLOT 150145Z 22006KT 10SM CLR M16/M20 A3061
2025-12-15T01:55:00.000000,KMCJ 150155Z AUTO 01013G19KT 10SM FEW028 FEW037 08/00 A3045 RMK A01
2025-12-15T01:55:00.000000,KMFV 150155Z AUTO 33017G26KT 10SM SCT041 BKN048 OVC060 M06/M16 A3030 RMK AO2 T10601156
2025-12-15T01:45:00.000000,KMTN 150145Z 33016G21KT 10SM CLR M07/M16 A3032
2025-12-15T01:55:00.000000,KPTB 150155Z AUTO 32011G19KT 10SM CLR M06/M20 A3041 RMK AO2 T10631198
2025-12-15T01:45:00.000000,KRYN 150145Z 18005KT 10SM CLR 19/02 A3007
2025-12-15T01:47:00.000000,KSQL 150147Z 00000KT 7SM SKC 09/07 A3017
2025-12-15T01:45:00.000000,KFKL 150145Z AUTO 2 1/2SM -SN BR BKN009 BKN018 OVC024 M11/M13 RMK AO2 CIG 006V013 P0000 FZRANO $
2025-12-15T01:45:00.000000,PAFS 150145Z AUTO 00000KT 1 3/4SM HZ CLR M34/M37 A3003 RMK AO2 VIS 3/4V5 FZRANO
2025-12-15T01:45:00.000000,PASD 150145Z 36020G35KT 10SM SCT025 SCT050 M02/M07 A2969 RMK AO2 $
2025-12-15T01:45:00.000000,KOUN 150145Z 06003KT 10SM CLR M03/M12 A3052
2025-12-15T01:50:00.000000,KVQQ 150150Z 35010KT 10SM CLR 11/M03 A3023
2025-12-15T01:45:00.000000,KWDG 150145Z 16005KT 10SM CLR M06/M12 A3053
2025-12-15T01:45:00.000000,KFHM 150145Z 31001KT 15/13
2025-12-15T01:55:00.000000,KC62 150155Z AUTO 27011KT 10SM -SN SCT014 OVC027 M12/M14 A3055 RMK AO2 T11211142
2025-12-15T01:47:00.000000,KCHD 150147Z 00000KT 10SM CLR 21/01 A3003
2025-12-15T01:55:00.000000,KDYA 150155Z AUTO 36007KT 7SM CLR 00/M11 A3051 RMK AO2 T00011112
2025-12-15T01:45:00.000000,KFDK 150145Z 31013G19KT 10SM CLR M08/M15 A3036
2025-12-15T01:55:00.000000,KGAF 150155Z AUTO 15013KT 10SM CLR M13/M16 A2990 RMK AO2 PWINO
2025-12-15T01:55:00.000000,KGPH 150155Z AUTO 00000KT 10SM CLR M06/M15 A3057 RMK AO2
2025-12-15T01:55:00.000000,KJXI 150155Z AUTO 05003KT 10SM CLR 01/M08 A3057 RMK AO2 T00131085
2025-12-15T01:45:00.000000,KLOT 150145Z 22006KT 10SM CLR M16/M20 A3061
2025-12-15T01:55:00.000000,KMCJ 150155Z AUTO 01013G19KT 10SM FEW028 FEW037 08/00 A3045 RMK A01
2025-12-15T01:55:00.000000,KMFV 150155Z AUTO 33017G26KT 10SM SCT041 BKN048 OVC060 M06/M16 A3030 RMK AO2 T10601156
2025-12-15T01:45:00.000000,KMTN 150145Z 33016G21KT 10SM CLR M07/M16 A3032
2025-12-15T01:55:00.000000,KPTB 150155Z AUTO 32011G19KT 10SM CLR M06/M20 A3041 RMK AO2 T10631198
2025-12-15T01:45:00.000000,KRYN 150145Z 18005KT 10SM CLR 19/02 A3007
2025-12-15T01:47:00.000000,KSQL 150147Z 00000KT 7SM SKC 09/07 A3017
2025-12-15T01:45:00.000000,PAFS 150145Z AUTO 00000KT 1 3/4SM HZ CLR M34/M37 A3003
2025-12-15T01:47:00.000000,LEVC 150147Z 34003KT 230V030 9999 -RA FEW015 FEW025CB BKN055 11/10 Q1018 RERA NOSIG
2025-12-15T01:50:00.000000,KQEQ 150150Z AUTO 04002KT 6000 CLR M03/M04 A3035 RMK A02 TSNO
2025-12-15T01:50:00.000000,KQEW 150150Z AUTO 23004KT 9999 CLR 03/M05 A3031 RMK A02 TSNO
2025-12-15T01:50:00.000000,KQFU 150150Z AUTO 33002KT 2800 BR FEW003 M03/M04 A3034 RMK A02 TSNO
2025-12-15T01:50:00.000000,KQFV 150150Z AUTO 13001KT 9999 CLR M03/M06 A3029 RMK A02 TSNO
2025-12-15T01:50:00.000000,KQFX 150150Z AUTO 4800 BR BKN005 M02/M04 A3033 RMK A02 TSNO
2025-12-15T01:45:00.000000,KATW 150145Z 21006KT 10SM SCT120 M14/M19 A3046
2025-12-15T01:47:00.000000,KGYR 150147Z VRB04KT 10SM FEW200 SCT250 21/05 A3003
2025-12-15T01:46:00.000000,PASH 150146Z AUTO 15006KT 3SM -SN BR BKN002 M17/M18 A3029 RMK AO2 SNB0057E12B35 P0000 FZRANO
2025-12-15T01:45:00.000000,KBGM 150145Z AUTO 31010G26KT 6SM HZ FEW017 BKN030 OVC045 M11/M14 A3007 RMK AO2 PK WND 32029/0127 T11111139 PWINO FZRANO
2025-12-15T01:45:00.000000,CYBU 150145Z AUTO 01006KT 5SM -SN FEW029 BKN046 OVC055 M10/M12 A2984 RMK SLP137
2025-12-15T01:46:00.000000,CYET 150146Z AUTO VRB02KT 9SM FEW060 BKN100 M07/M09 A2974 RMK SLP130
2025-12-15T01:45:00.000000,CYPX 150145Z AUTO 17011G16KT 1SM -SN FEW013 BKN024 BKN066 OVC077 M10/M11 A2980 RMK SLP097
2025-12-15T01:45:00.000000,CYPY 150145Z AUTO 00000KT 2 1/2SM -SN OVC038 M25/M28 A3003 RMK VIS VRB 1 3/4-3 SLP203
2025-12-15T01:45:00.000000,CYVO 150145Z 26003KT 230V290 8SM -SN OVC050 M15/M17 A3015 RMK SC8 SLP250
2025-12-15T01:45:00.000000,CYZP 150145Z AUTO 14012G18KT 3SM -RA BR BKN011 OVC050 09/08 A2902 RMK PRESFR PCPN 1.5MM PAST HR SLP831 DENSITY ALT 300FT
2025-12-15T01:46:00.000000,CYZP 150146Z AUTO 14014G19KT 3SM -RA BR BKN009 09/08 A2902 RMK PRESFR PCPN 1.5MM PAST HR SLP831 DENSITY ALT 300FT
2025-12-15T01:45:00.000000,ETAD 150145Z AUTO 23005KT 4000 R22/1300 BR OVC002 03/03 A3008 RMK AO2 VIS 0800V4000 SLP187 $
2025-12-15T01:46:00.000000,ETAD 150146Z AUTO 22005KT 5000 R22/1500 BR OVC002 03/03 A3008 RMK AO2 SLP186 $
2025-12-15T01:45:00.000000,UHMA 150145Z 03003MPS 2200 BR OVC002 M14/M15 Q1024 R02/390136 NOSIG RMK MID 04003MPS END R02/03002MPS QFE764/1019
2025-12-15T01:46:00.000000,UHMM 150146Z 05001MPS 9999 2000W R10/2000D SHSN BKN004 BKN020CB M08/M10 Q1025 R10/89//30 NOSIG RMK MT OBSC QFE753 R28/12002MPS
2025-12-15T01:47:00.000000,UHMA 150147Z 03003MPS 1900 BR BKN002 OVC007 M14/M15 Q1024 R02/390136 NOSIG RMK MID 03003MPS END R02/03002MPS QFE764/1019
2025-12-15T01:47:00.000000,CYPY 150147Z AUTO 00000KT 2SM -SN OVC035 M25/M28 A3003 RMK VIS VRB 1 1/4-3 SLP203
2025-12-15T01:47:00.000000,CYPH 150147Z AUTO 26016KT 9SM -SN SCT031 BKN050 OVC071 M06/M11 A2987 RMK SLP120
2025-12-15T01:46:00.000000,PAPT 150146Z 00000KT 25SM SKC M14/M14 A2949 RMK NO SPECI LAST
2025-12-15T01:45:00.000000,CWPF 150145Z AUTO 36007KT 10/10 RMK AO1 SLP131 T01030096 56004
2025-12-15T01:45:00.000000,PASD 150145Z 36020G35KT 10SM SCT025 SCT050 M02/M07 A2969 RMK AO2 $
2025-12-15T01:45:00.000000,KFKL 150145Z AUTO 2 1/2SM -SN BR BKN009 BKN018 OVC024 M11/M13 RMK AO2 CIG 006V013 P0000 FZRANO $
2025-12-15T01:45:00.000000,KBGM 150145Z AUTO 31010G26KT 6SM HZ FEW017 BKN030 OVC045 M11/M14 A3007 RMK AO2 PK WND 32029/0127 T11111139 PWINO FZRANO
2025-12-15T01:45:00.000000,KATW 150145Z 21006KT 10SM SCT120 M14/M19 A3046
2025-12-15T01:47:00.000000,KGYR 150147Z VRB04KT 10SM FEW200 SCT250 21/05 A3003
2025-12-15T01:45:00.000000,KMTN 150145Z 33016G21KT 10SM CLR M07/M16 A3032
2025-12-15T01:45:00.000000,KOUN 150145Z 06003KT 10SM CLR M03/M12 A3052
2025-12-15T01:50:00.000000,KVQQ 150150Z 35010KT 10SM CLR 11/M03 A3023
2025-12-15T01:46:00.000000,PASH 150146Z AUTO 15006KT 3SM -SN BR BKN002 M17/M18 A3029 RMK AO2 SNB0057E12B35 P0000 FZRANO
2025-12-15T01:45:00.000000,KBGM 150145Z AUTO 31010G26KT 6SM HZ FEW017 BKN030 OVC045 M11/M14 A3007 RMK AO2 PK WND 32029/0127 T11111139 PWINO FZRANO
2025-12-15T01:45:00.000000,KATW 150145Z 21006KT 10SM SCT120 M14/M19 A3046
2025-12-15T01:47:00.000000,KGYR 150147Z VRB04KT 10SM FEW200 SCT250 21/05 A3003
2025-12-15T01:46:00.000000,PAPT 150146Z 00000KT 25SM SKC M14/M14 A2949 RMK NO SPECI LAST
2025-12-15T01:45:00.000000,KSKF 150145Z AUTO 02008KT 10SM BKN048 OVC070 07/M01 A3047 RMK AO2 SLP319 $
2025-12-15T01:45:00.000000,KOUN 150145Z 06003KT 10SM CLR M03/M12 A3052
2025-12-15T01:50:00.000000,KVQQ 150150Z 35010KT 10SM CLR 11/M03 A3023
2025-12-15T01:45:00.000000,KWDG 150145Z 16005KT 10SM CLR M06/M12 A3053
2025-12-15T01:55:00.000000,KC62 150155Z AUTO 27011KT 10SM -SN SCT014 OVC027 M12/M14 A3055 RMK AO2 T11211142
2025-12-15T01:47:00.000000,KCHD 150147Z 00000KT 10SM CLR 21/01 A3003
2025-12-15T01:55:00.000000,KDYA 150155Z AUTO 36007KT 7SM CLR 00/M11 A3051 RMK AO2 T00011112
2025-12-15T01:45:00.000000,KFDK 150145Z 31013G19KT 10SM CLR M08/M15 A3036
2025-12-15T01:55:00.000000,KGAF 150155Z AUTO 15013KT 10SM CLR M13/M16 A2990 RMK AO2 PWINO
2025-12-15T01:55:00.000000,KGPH 150155Z AUTO 00000KT 10SM CLR M06/M15 A3057 RMK AO2
2025-12-15T01:55:00.000000,KJXI 150155Z AUTO 05003KT 10SM CLR 01/M08 A3057 RMK AO2 T00131085
2025-12-15T01:45:00.000000,KLOT 150145Z 22006KT 10SM CLR M16/M20 A3061
2025-12-15T01:55:00.000000,KMCJ 150155Z AUTO 01013G19KT 10SM FEW028 FEW037 08/00 A3045 RMK A01
2025-12-15T01:55:00.000000,KMFV 150155Z AUTO 33017G26KT 10SM SCT041 BKN048 OVC060 M06/M16 A3030 RMK AO2 T10601156
2025-12-15T01:45:00.000000,KMTN 150145Z 33016G21KT 10SM CLR M07/M16 A3032
2025-12-15T01:55:00.000000,KPTB 150155Z AUTO 32011G19KT 10SM CLR M06/M20 A3041 RMK AO2 T10631198
2025-12-15T01:45:00.000000,KRYN 150145Z 18005KT 10SM CLR 19/02 A3007
2025-12-15T01:47:00.000000,KSQL 150147Z 00000KT 7SM SKC 09/07 A3017
2025-12-15T01:45:00.000000,KATW 150145Z 21006KT 10SM SCT120 M14/M19 A3046
2025-12-15T01:47:00.000000,KGYR 150147Z VRB04KT 10SM FEW200 SCT250 21/05 A3003
2025-12-15T01:46:00.000000,PAPT 150146Z 00000KT 25SM SKC M14/M14 A2949 RMK NO SPECI LAST
2025-12-15T01:45:00.000000,KFKL 150145Z AUTO 2 1/2SM -SN BR BKN009 BKN018 OVC024 M11/M13 RMK AO2 CIG 006V013 P0000 FZRANO $
2025-12-15T01:45:00.000000,PAFS 150145Z AUTO 00000KT 1 3/4SM HZ CLR M34/M37 A3003 RMK AO2 VIS 3/4V5 FZRANO
2025-12-15T01:45:00.000000,PASD 150145Z 36020G35KT 10SM SCT025 SCT050 M02/M07 A2969 RMK AO2 $
2025-12-15T01:46:00.000000,PASH 150146Z AUTO 15006KT 3SM -SN BR BKN002 M17/M18 A3029 RMK AO2 SNB0057E12B35 P0000 FZRANO
2025-12-15T01:45:00.000000,KBGM 150145Z AUTO 31010G26KT 6SM HZ FEW017 BKN030 OVC045 M11/M14 A3007 RMK AO2 PK WND 32029/0127 T11111139 PWINO FZRANO
2025-12-15T01:45:00.000000,UHMA 150145Z 03003MPS 2200 BR OVC002 M14/M15 Q1024 R02/390136 NOSIG RMK MID 04003MPS END R02/03002MPS QFE764/1019
2025-12-15T01:46:00.000000,UHMM 150146Z 05001MPS 9999 2000W R10/2000D SHSN BKN004 BKN020CB M08/M10 Q1025 R10/89//30 NOSIG RMK MT OBSC QFE753 R28/12002MPS
2025-12-15T01:47:00.000000,LEVC 150147Z 34003KT 230V030 9999 -RA FEW015 FEW025CB BKN055 11/10 Q1018 RERA NOSIG
2025-12-15T01:45:00.000000,ETAD 150145Z AUTO 23005KT 4000 R22/1300 BR OVC002 03/03 A3008 RMK AO2 VIS 0800V4000 SLP187 $
2025-12-15T01:46:00.000000,ETAD 150146Z AUTO 22005KT 5000 R22/1500 BR OVC002 03/03 A3008 RMK AO2 SLP186 $
2025-12-15T01:45:00.000000,KESN 150145Z 30018KT 10SM SCT055 M07/M15 A3029
2025-12-15T01:45:00.000000,KCGF 150145Z 34006KT 10SM OVC030 M07/M12 A3043
2025-12-15T01:47:00.000000,KGYH 150147Z 01015G24KT 10SM CLR M04/M18 A3038 RMK LAST
2025-12-15T01:45:00.000000,KMMU 150145Z 35010G14KT 10SM FEW050 M07/M12 A3012
2025-12-15T01:47:00.000000,KSAW 150147Z 20007KT 10SM BKN120 M11/M13 A3031
2025-12-15T01:47:00.000000,UWKD 150147Z 32012MPS 2300 R29/P2000D -SN BLSN OVC019 M11/M13 Q0995 R29/410545 NOSIG RMK QFE735/0980
2025-12-15T01:46:00.000000,WSSS 150146Z 35005KT 4000 RA FEW014 OVC140 24/24 Q1012 NOSIG
2025-12-15T01:48:00.000000,UWUU 150148Z 23006MPS 3000 -SN OVC020 M14/M17 Q0988 R14R/490550 NOSIG
2025-12-15T01:46:00.000000,KBTL 150146Z 28006KT 10SM FEW012 OVC020 M07/M09 A3050 RMK AO2 T10721094 $
2025-12-15T01:47:00.000000,CYYT 150147Z 14012G17KT 3/4SM R28/P6000FT/U R16/P6000FT/U -SN OVC003 M00/M00 A2982 RMK ST8 PRESFR SLP106
2025-12-15T01:55:00.000000,K08D 150155Z AUTO 23007KT 10SM CLR M02/M05 A2977 RMK AO2
2025-12-15T01:55:00.000000,K1P1 150155Z AUTO 31008KT 10SM CLR M09/M17 A2997 RMK AO2 T10951174
2025-12-15T01:45:00.000000,KBJC 150145Z 00000KT 10SM SKC 09/M07 A3021
2025-12-15T01:55:00.000000,KCLK 150155Z AUTO 17006KT 10SM CLR M03/M11 A3050 RMK AO2
2025-12-15T01:55:00.000000,KHFY 150155Z AUTO 28004KT 10SM CLR M16/M22 A3065 RMK AO2 T11581217
2025-12-15T01:47:00.000000,KPAO 150147Z 00000KT 6SM BR FEW007 08/07 A3016
2025-12-15T01:55:00.000000,KSDC 150155Z AUTO 33009G15KT 10SM SCT023 BKN029 OVC070 M06/M12 A3027 RMK AO2
2025-12-15T01:55:00.000000,KW13 150155Z AUTO 32007KT 280V340 10SM CLR M11/M20 A3037 RMK AO1 T11141205
2025-12-15T01:48:00.000000,CYQZ 150148Z AUTO 13004KT 1 1/4SM BR SCT002 BKN140 OVC160 00/00 A2964 RMK VIS VRB 5/8-3 SLP064
2025-12-15T01:47:00.000000,KAQV 150147Z AUTO 04008KT 10SM CLR 02/M09 A3052 RMK AO2 SLP339 T00171089
2025-12-15T01:46:00.000000,KNRA 150146Z AUTO VRB04KT 10SM OVC017 12/09 A2993 RMK AO2 SLP080 T01170089 TSNO PNO $
2025-12-15T01:46:00.000000,KBTL 150146Z 28006KT 10SM FEW012 OVC020 M07/M09 A3050 RMK AO2 T10721094 $
2025-12-15T01:45:00.000000,KCGF 150145Z 34006KT 10SM OVC030 M07/M12 A3043
2025-12-15T01:47:00.000000,KGYH 150147Z 01015G24KT 10SM CLR M04/M18 A3038 RMK LAST
2025-12-15T01:45:00.000000,KMMU 150145Z 35010G14KT 10SM FEW050 M07/M12 A3012
2025-12-15T01:47:00.000000,KSAW 150147Z 20007KT 10SM BKN120 M11/M13 A3031
